objid,ra,dec,spiral,elliptical
1237654670271971603,148.908429448306,0.00872137902065287,1,0
1237651800696750245,148.873575816535,-0.290583056131871,1,0
1237648721217126725,148.979492200151,-0.190281126634072,1,0
1237648721217061098,148.84253281479,-0.0440964206188018,1,0
1237648721217061052,148.791662000458,-0.0210107386481626,1,0
1237650795147100328,148.00218718914,-0.784060697299451,1,0
1237648720142991613,147.965210330569,-0.949370055096413,1,0
1237648721216995401,148.549464046493,-0.0661549487084458,1,0
1237648721216930023,148.50575946456,-0.113885032793832,1,0
1237651801233555601,148.728878022737,0.188860427454444,1,0
1237648721216995497,148.679674085511,-0.0250932655731242,1,0
1237651801233490073,148.600083980235,0.12917621624539,1,0
1237648721216798768,148.183028555396,-0.0583056992308881,1,0
1237650795683971362,148.135654336617,-0.342346890551124,1,0
1237651801233358961,148.240546054323,0.117904238058273,1,0
1237648721216733511,148.084781068527,-0.146663119213172,1,0
1237648721216667824,147.863063518767,-0.168406104821513,1,0
1237650796220711125,147.787850695841,0.00986333671878703,1,0
1237650796220711045,147.693235243917,0.130508322572456,1,0
1237651800696291621,147.899642023661,-0.215242033267058,1,0
1237648720142925946,147.807541553929,-0.884592690706725,1,0
1237650795146969395,147.722111899275,-0.691012089360032,1,0
1237650795146969196,147.809259205115,-0.72846287388876,1,0
1237648720679796935,147.82997215501,-0.441493753487062,1,0
1237648720679796961,147.869319370638,-0.56268959755636,1,0
1237650795683905713,147.854814120438,-0.369032339641664,1,0
1237648720142729338,147.431091162009,-0.867265692862485,1,0
1237648720142729437,147.486413711029,-0.975160018048252,1,0
1237650795683709140,147.437214518549,-0.342079566641749,1,0
1237648721216471235,147.477687126789,-0.165221641447068,1,0
1237648720142663815,147.229897127904,-0.898338718715122,1,0
1237648720142598416,147.07785378333,-0.873018113028504,1,0
1237650795683447062,146.82612276892,-0.337518549535378,1,0
1237650796757451115,147.431699039543,0.456311438015262,1,0
1237648721753538824,147.864590042975,0.255910736865939,1,0
1237651801770098844,147.951426200225,0.605245585274047,1,0
1237648721753538898,147.945349412756,0.330468514369049,1,0
1237648721753604388,147.949214371056,0.290229101675273,1,0
1237650796220842186,148.082814606216,0.203665507379422,1,0
1237648721753538747,147.934830636614,0.26842111779419,1,0
1237651801770229959,148.290210904951,0.58347134140282,1,0
1237651801770295403,148.395157349904,0.59627221120132,1,0
1237650796757844130,148.354871210602,0.486987119611319,1,0
1237648721753931984,148.78170595564,0.277364654415399,1,0
1237648721753997595,148.975410873414,0.332932537583563,1,0
1237654670808907883,149.009106295297,0.440208234829742,1,0
1237648721753997600,148.982439656739,0.229872354459963,1,0
1237648720143909041,150.184955682519,-0.899090739647758,1,0
1237648721217782018,150.447978998306,-0.161328068862352,1,0
1237654669198688303,149.915646853323,-0.784806154495703,1,0
1237648720680648893,149.875987977689,-0.629353303550418,1,0
1237651800697340133,150.291370873314,-0.269037544529171,1,0
1237648721217716327,150.285786378341,-0.193478225913073,1,0
1237654669735755916,150.333505333354,-0.369280204719841,1,0
1237648721217716499,150.30310222868,-0.0888959258192594,1,0
1237654670272626852,150.359016508321,0.0824744231042036,1,0
1237648721217716546,150.335375820752,-0.182863726304489,1,0
1237648720143712423,149.614026602338,-0.854956003981087,1,0
1237648720680583341,149.672782354588,-0.447550062405105,1,0
1237654669198557330,149.61643634443,-0.834498946579425,1,0
1237651800160206978,149.62760246003,-0.686967691684105,1,0
1237648721217716415,150.254478579606,-0.179937978240677,1,0
1237648721217716445,150.280206118054,-0.0440685941959203,1,0
1237648721217716376,150.208211947633,-0.149159040367351,1,0
1237654669198360714,149.238266982725,-0.777872894019843,1,0
1237648720680452215,149.328197546832,-0.470765999292017,1,0
1237651800160141388,149.445647460341,-0.695827158502706,1,0
1237648721217650936,150.147234869066,-0.0497841301872889,1,0
1237651800697209059,150.006307964033,-0.235711229314811,1,0
1237654669735493825,149.818129034151,-0.380704107830579,1,0
1237648721217519859,149.844961907627,-0.0163867689494286,1,0
1237648721217519952,149.823239284717,-0.0359548911622742,1,0
1237651801234014496,149.819399493636,0.101034369125055,1,0
1237654670272430496,149.917374285458,0.0442234995118453,1,0
1237648721217519805,149.800364547827,-0.0704779194038527,1,0
1237651800697143553,149.859093314723,-0.253954023599334,1,0
1237648720680583296,149.614184105578,-0.419959871591219,1,0
1237648721217519796,149.794118667678,-0.19997090101112,1,0
1237651800697077972,149.667413556064,-0.258373858108615,1,0
1237654670272299194,149.643897247186,0.0688806421571656,1,0
1237654670272364735,149.763509943536,0.0370634087741015,1,0
1237654670272364745,149.779688643824,0.0106476904847155,1,0
1237648720143515764,149.187066926643,-0.956799015663979,1,0
1237648720143450249,149.102485431442,-0.937012148239744,1,0
1237651800159944986,149.135686249806,-0.694629294444882,1,0
1237651800160010443,149.187874948994,-0.682221001693262,1,0
1237651801233883405,149.576191351461,0.0999897981634321,1,0
1237654670272233620,149.416891805147,0.000448924752147966,1,0
1237654670272168171,149.373336706622,0.0387938152707088,1,0
1237651800697012368,149.456119460069,-0.269470266299042,1,0
1237648720680517751,149.449995534726,-0.433059565654264,1,0
1237651800696946974,149.422683637794,-0.310695557272257,1,0
1237648720143450191,149.031449275894,-0.955659520060839,1,0
1237648720143450317,149.086986777617,-0.903793355517882,1,0
1237651800696946882,149.3111328791,-0.310497167527734,1,0
1237654669735297421,149.295776966157,-0.369955640197163,1,0
1237651800696881308,149.251390384104,-0.289802215499625,1,0
1237648721217323196,149.29950356996,-0.159439160034807,1,0
1237651800696815807,149.049313115831,-0.303153876834333,1,0
1237650795684168020,148.584461556938,-0.335590137102272,1,0
1237651801770230089,148.359651531865,0.624574195586513,1,0
1237648721753931939,148.729800304076,0.378657615862522,1,0
1237648721753735482,148.361481569704,0.293701339529475,1,0
1237651801770230057,148.386019289139,0.602175771339084,1,0
1237651752386232437,149.177913192917,0.930225806265702,1,0
1237651801770623128,149.171916395408,0.598785220472597,1,0
1237651801233752151,149.159045878366,0.153151174649058,1,0
1237648721754193956,149.34126239191,0.298863041617179,1,0
1237648721754128586,149.2502395133,0.274271482868813,1,0
1237648721754128598,149.257601999998,0.356504495269535,1,0
1237651801233817794,149.306847426158,0.198706307684171,1,0
1237651801233817797,149.309750260588,0.134999921730391,1,0
1237651752386298080,149.417175172975,0.959809065252825,1,0
1237651801770688747,149.36234964898,0.533101247892253,1,0
1237651801233883164,149.484284137053,0.206383653536543,1,0
1237648721754194216,149.412643551916,0.33257256895185,1,0
1237648721754259577,149.550640609984,0.237244856483283,1,0
1237648721754194200,149.394756246386,0.2386627428622,1,0
1237651801233948916,149.70776870297,0.161441306533142,1,0
1237651801233948845,149.603609577517,0.161057503374731,1,0
1237648721754456229,149.914951886889,0.332812384896593,1,0
1237651752386429147,149.718149269455,0.870522487640773,1,0
1237651752386429097,149.657303528551,0.870738911416265,1,0
1237648722291392551,150.101524252211,0.704590919788355,1,0
1237648721754521762,150.069631648709,0.275633916084563,1,0
1237654670809366725,150.105272463825,0.498091942384777,1,0
1237648721754587493,150.298371122955,0.252925014518778,1,0
1237648721754587405,150.257169611077,0.214620296439122,1,0
1237648721754587278,150.299495305541,0.329344571659545,1,0
1237648722291392727,150.053100117533,0.774197988636793,1,0
1237648721754718378,150.502604245584,0.330810162592772,1,0
1237651801234210980,150.318760550398,0.120926821782939,1,0
1237651801234276557,150.365572600578,0.155096922885142,1,0
1237651801234342050,150.485767971953,0.187789479787882,1,0
1237648720144564402,151.677086153567,-0.892613101979086,1,0
1237654669199343816,151.467575095175,-0.813252483220104,1,0
1237651800698061041,151.965794949683,-0.271948545217805,1,0
1237654670273347775,152.08124446341,0.0810719101957273,1,0
1237648721218437304,151.932949095106,-0.139174766515777,1,0
1237651800698061129,151.936789814809,-0.222119572456266,1,0
1237651800698060980,151.833073480377,-0.307992608330967,1,0
1237648720681500944,151.832744010337,-0.539727611005686,1,0
1237654669736345810,151.739147394833,-0.369661664439481,1,0
1237651800697995474,151.823816952129,-0.260429226652488,1,0
1237648721218371802,151.823099026824,-0.0786824675714199,1,0
1237648720681500888,151.765046880493,-0.619897899863151,1,0
1237654669199212762,151.161324723644,-0.813398038460594,1,0
1237648720144367860,151.219888130772,-0.9251091618673,1,0
1237651800161059106,151.674134436181,-0.678703981317927,1,0
1237654670273151165,151.595451174593,0.069051328491688,1,0
1237648720681304371,151.340401277278,-0.47178871516183,1,0
1237654670273085709,151.443636594138,0.019846093016091,1,0
1237651800697864450,151.528576076243,-0.215531145313892,1,0
1237648721218109642,151.220749066075,-0.05833497845554,1,0
1237654669736018142,151.008993083947,-0.342941390548717,1,0
1237654669736018114,150.98255732148,-0.40217640872471,1,0
1237651800697733215,151.096321854047,-0.21302034908069,1,0
1237648720681173181,150.96998320019,-0.620946867170594,1,0
1237648721218044172,151.079262437309,-0.141301475029008,1,0
1237648720144105659,150.59449156599,-0.913210000344318,1,0
1237648720681107522,150.914291154753,-0.623237555576838,1,0
1237648721217978583,150.849616672211,-0.0279580707740416,1,0
1237654670272823538,150.893368965177,0.0760116718683118,1,0
1237648720144040094,150.405833096303,-0.943491695960046,1,0
1237648720680976601,150.635705664916,-0.463798127843102,1,0
1237651800160600179,150.631986530551,-0.722588426630687,1,0
1237648720681042064,150.671128394667,-0.423895777530341,1,0
1237654669735886981,150.658127787544,-0.371136903293304,1,0
1237648720680976477,150.635583235701,-0.495148158282144,1,0
1237648721217781939,150.381782109522,-0.17423776031247,1,0
1237648721217781912,150.367476665705,-0.125775718348218,1,0
1237648721754718448,150.632288764761,0.261138200658245,1,0
1237648721754718358,150.628448775201,0.307300252785651,1,0
1237651801234407602,150.753113120904,0.181420793335081,1,0
1237651801771278588,150.779743465562,0.547712879835675,1,0
1237648721754914959,150.956854174194,0.382816797266143,1,0
1237648721754914974,150.977852056323,0.280075914596889,1,0
1237651752386953441,150.92206714037,0.947206744501743,1,0
1237651802308214980,150.832911260638,1.02679267661961,1,0
1237651801234604182,151.111960325893,0.177183799128399,1,0
1237651801234538781,151.079027414535,0.120382278007373,1,0
1237648721754980554,151.168945313143,0.328516268562239,1,0
1237648721755046049,151.332754645336,0.275259061184932,1,0
1237651801234669760,151.375858180061,0.13685564326361,1,0
1237648721755242701,151.693849723183,0.290126830875045,1,0
1237648721755177045,151.55762936887,0.368917338489388,1,0
1237648721755242764,151.778770246192,0.311052745898872,1,0
1237654670810087640,151.662063796754,0.480571666644849,1,0
1237648721755242749,151.765980205916,0.415939270934112,1,0
1237651801771802813,151.850140659904,0.55035642927176,1,0
1237648722828853381,151.422623859186,1.09168582672789,1,0
1237651752387149961,151.289317037285,0.955966416368918,1,0
1237648721755373912,152.085852666418,0.250631223909088,1,0
1237648721755308228,151.886171070795,0.396790073227688,1,0
1237648722292179127,151.888280985566,0.786435947515123,1,0
1237648722292179246,151.907659718232,0.704919207273295,1,0
1237654670810218804,152.031624935999,0.445157770888886,1,0
1237648721755373802,152.000321807107,0.264709970282174,1,0
1237651801771802916,151.95948377258,0.592803203497911,1,0
1237648722292179202,151.978197630375,0.630087734308814,1,0
1237651801771802635,151.855739022091,0.627614803106218,1,0
1237651801234931916,151.914734193979,0.185611462677981,1,0
1237648720145481899,153.650875068716,-0.887626031802133,1,0
1237651800698913060,153.892995569357,-0.297343682731281,1,0
1237648720682418324,153.813706021241,-0.602637358697844,1,0
1237648721219223677,153.649436169026,-0.155260350008884,1,0
1237648720145350917,153.417098594503,-0.863705547803251,1,0
1237648720145350674,153.426075777506,-0.907198326395588,1,0
1237648720682287313,153.595670130967,-0.625326208656343,1,0
1237654669200326908,153.700537590461,-0.764472917059211,1,0
1237648720682287308,153.587959599574,-0.507679225198337,1,0
1237654669200195727,153.340398588679,-0.781440420015048,1,0
1237651800698716545,153.473218078398,-0.318870116971069,1,0
1237654669199933583,152.743619920446,-0.803865228047241,1,0
1237648720145088826,152.86454073104,-0.959212875547766,1,0
1237654669736804534,152.771359528913,-0.386798823530297,1,0
1237654669736804557,152.791088609584,-0.39943659261099,1,0
1237648721219027185,153.323601223597,-0.0811633358878404,1,0
1237648721219027074,153.307180519516,-0.089089747563839,1,0
1237648720682025049,152.889884355189,-0.56898257653621,1,0
1237651800698454139,152.72960910129,-0.305218046716247,1,0
1237651800161517722,152.664918088896,-0.72867270212376,1,0
1237648721218765006,152.716994596474,-0.13428038179901,1,0
1237654669736738929,152.592225827758,-0.376313533358756,1,0
1237648721218764937,152.640765334346,-0.186118833599337,1,0
1237651800698323002,152.430683701142,-0.294060698481821,1,0
1237648720681828464,152.463777580374,-0.546612047818867,1,0
1237648720681828530,152.58499763327,-0.481786072071185,1,0
1237648720681828566,152.533094111302,-0.597765216856675,1,0
1237648721218699441,152.505930978519,-0.19791262720974,1,0
1237654669736673344,152.42615451297,-0.367684517935387,1,0
1237651800698323064,152.498933381748,-0.216252327921299,1,0
1237648721218699400,152.463010730857,-0.121920000876416,1,0
1237651800698323091,152.546953156187,-0.252927693764099,1,0
1237651800698257716,152.385704130472,-0.237362077426149,1,0
1237651800698257726,152.39427281701,-0.266426357098035,1,0
1237651800698257707,152.368753752526,-0.240271225907461,1,0
1237654669199671557,152.204930790651,-0.791295067190521,1,0
1237654669199671546,152.185570539341,-0.775470022548579,1,0
1237648720144892145,152.31117568145,-1.04536685898738,1,0
1237651800698192065,152.225687785568,-0.280254912899926,1,0
1237654669736607957,152.267764615567,-0.379195206122034,1,0
1237648721218568388,152.229977135635,-0.0680080825370309,1,0
1237648720144695532,151.988790615938,-0.936754950931115,1,0
1237648720144629984,151.761019628532,-0.997464500377709,1,0
1237651800161321169,152.13330296351,-0.666838100104238,1,0
1237651800161321347,152.198495321807,-0.706849471844779,1,0
1237651801771868399,151.984203179209,0.623427037300509,1,0
1237654670810284249,152.130823680128,0.456485238222537,1,0
1237648721218502878,152.120786100109,-0.00276408113961549,1,0
1237648721755373963,152.130397069492,0.356628955020805,1,0
1237654670810218860,152.082312730383,0.451958470895306,1,0
1237651801771868425,152.003524595708,0.602810097319237,1,0
1237651801771933922,152.178339354278,0.617113526129863,1,0
1237651801235062909,152.147739830642,0.166067385305123,1,0
1237651801235062817,152.224415753631,0.112352692400582,1,0
1237648721218568482,152.280348681703,-0.0327754936978907,1,0
1237648721218633973,152.381681963501,-0.0409471636424254,1,0
1237648722829312116,152.443139399272,1.1626418221048,1,0
1237648721755570433,152.519492442876,0.354572544829981,1,0
1237648721218699455,152.528980855089,-0.0577001351457921,1,0
1237648721218764929,152.632595849236,-0.0273033623626912,1,0
1237648721755570371,152.43936878858,0.395772092929287,1,0
1237648721755570497,152.570594865356,0.333714121723692,1,0
1237648721755635953,152.71060374199,0.290040533468656,1,0
1237651801772458199,153.336524281941,0.529685975503208,1,0
1237651801235521734,153.315222675172,0.179300404394104,1,0
1237651801235521713,153.288696710654,0.100743319123174,1,0
1237654670810743021,153.298754840866,0.445190076789393,1,0
1237651801772523868,153.495279820449,0.567896384851514,1,0
1237651801772458121,153.469090325748,0.550945610397303,1,0
1237651801772458208,153.345250372289,0.627987825984205,1,0
1237648721755963641,153.38278953748,0.418594207665859,1,0
1237651801235587084,153.336208783791,0.11545280003847,1,0
1237648721756029150,153.605064255481,0.302108225311343,1,0
1237654670274003129,153.566482970481,0.075066788925322,1,0
1237648721756029029,153.507918327773,0.362041117660716,1,0
1237648721219158138,153.496832841203,-0.0609322228963041,1,0
1237654670274068650,153.726818693491,0.0194162682890041,1,0
1237648722829639877,153.327761353001,1.06815728950331,1,0
1237648721756160183,153.900516561521,0.358710966045823,1,0
1237654669201047668,155.262728400963,-0.778700966255972,1,0
1237654669200720021,154.578023009838,-0.797933463525676,1,0
1237654669200654588,154.457697832458,-0.829296753952816,1,0
1237654669200588991,154.218847846947,-0.775021737184152,1,0
1237648720145744013,154.238747303675,-0.875387320952482,1,0
1237648720145678659,154.210152751959,-0.878742507743369,1,0
1237654669737722024,154.827912369182,-0.406791165737925,1,0
1237648721219682357,154.749361453047,-0.182520789766171,1,0
1237648721219551387,154.427149469344,-0.193461067969318,1,0
1237651800699175061,154.433289660451,-0.306333470686788,1,0
1237651800699175026,154.402470186356,-0.231102481560877,1,0
1237648721219551364,154.412224311073,-0.122449392957153,1,0
1237648720145613050,153.965613866489,-0.974097497777007,1,0
1237654669200457931,153.971423759878,-0.769290744654443,1,0
1237651800699109417,154.242700679615,-0.248030766202158,1,0
1237651800699109533,154.304317189114,-0.258855982375737,1,0
1237648721219485850,154.352835168217,-0.141042496965384,1,0
1237651800699043977,154.120598741164,-0.269819217815452,1,0
1237651800162238663,154.266041466622,-0.631990793030312,1,0
1237648721219485839,154.335139248579,-0.150057128144174,1,0
1237648720682614947,154.34333731358,-0.482136653210507,1,0
1237648720145482111,153.668459894958,-0.993711471550222,1,0
1237654669200326683,153.664820024499,-0.830907600124732,1,0
1237654669200523424,154.063832664541,-0.756955185912835,1,0
1237651800699043940,154.080985241373,-0.241282848454493,1,0
1237654669200523510,154.192033430188,-0.765887956925066,1,0
1237648720145416617,153.585524083716,-0.995451335109368,1,0
1237654669737328762,153.937453927558,-0.371692014858263,1,0
1237654669737328779,153.941404420712,-0.403571899808211,1,0
1237648720682483855,153.949939816515,-0.458874154438609,1,0
1237651752388198462,153.630152221529,0.999143925161824,1,0
1237648721219158167,153.517456689502,-0.060347679200191,1,0
1237648722293031151,153.84809510218,0.746852966527389,1,0
1237651801772654990,153.878058249182,0.581270865012955,1,0
1237654670274199792,154.003937035732,0.0443294888376903,1,0
1237651801772720396,154.039001540751,0.626999849668355,1,0
1237651801235980544,154.256446281675,0.103671545113654,1,0
1237648721756422357,154.481562266347,0.228056160005435,1,0
1237648721756422261,154.41691741556,0.391066558278766,1,0
1237651801235980525,154.374200434739,0.20056967081979,1,0
1237654670811267249,154.420536583029,0.443401322678803,1,0
1237648721756422316,154.454916396506,0.268808512269191,1,0
1237648721756422373,154.487672194028,0.273871494044694,1,0
1237648721756422291,154.434898107241,0.295158716975044,1,0
1237654670274396266,154.414727825554,0.0346258544195828,1,0
1237651801236111655,154.637157069081,0.190048548367767,1,0
1237648721756487821,154.541625091832,0.314874182608292,1,0
1237648721756487896,154.609819853427,0.270633768025457,1,0
1237648721756487831,154.556905252671,0.346688263785506,1,0
1237648721756487684,154.53500580346,0.296996788109666,1,0
1237651801236111471,154.605765577191,0.198368219001526,1,0
1237654670274461978,154.628325740296,0.0847187614166794,1,0
1237654670274461909,154.536619016891,0.0165307231736891,1,0
1237651801236177128,154.799384803328,0.120143721463813,1,0
1237651801236177027,154.712552675138,0.203578258212963,1,0
1237654670811398305,154.727741675613,0.434739705191221,1,0
1237648721756750035,155.191076101752,0.410110748142875,1,0
1237651801773244509,155.140827960165,0.549369540282384,1,0
1237648721756750022,155.177976211538,0.38076018694112,1,0
1237648722830426288,155.126454932275,1.12680511718877,1,0
1237651752388853863,155.163708048873,0.986302648847876,1,0
1237648721756880949,155.47167356482,0.295374634774652,1,0
1237648721756881092,155.46497563143,0.410105974093616,1,0
1237654670274855071,155.444188299019,0.0555655198229429,1,0
1237651801236439254,155.411702589305,0.13398092307573,1,0
1237648722830426252,155.06967082767,1.20405861937536,1,0
1237648722293620887,155.20139810783,0.792056369352766,1,0
1237648722293751939,155.515664249123,0.632859541605375,1,0
1237648722293620876,155.176178426812,0.655399993075805,1,0
1237648722293620931,155.281899229966,0.682593136302002,1,0
1237648722293686455,155.381334681331,0.835737788689893,1,0
1237648721756946711,155.724656482392,0.249345948277117,1,0
1237648721756946646,155.630631981,0.257721557759769,1,0
1237648721756946678,155.6695503405,0.375065499588685,1,0
1237651801773375644,155.544342442909,0.544031503479799,1,0
1237654670811725874,155.517512026616,0.48001986018424,1,0
1237654670811791652,155.659232086501,0.441757658910391,1,0
1237648721756881241,155.577633022226,0.387058842146581,1,0
1237654670274855182,155.524792187417,0.0214812483010422,1,0
1237651800163352670,156.814836694529,-0.73776855740407,1,0
1237654669201834113,157.098986638042,-0.823435245948246,1,0
1237648720146923865,157.036096433092,-0.853758760353892,1,0
1237654669201834150,157.163773025664,-0.776002151491385,1,0
1237648720146858153,156.859345155784,-0.851930759237255,1,0
1237648721220862132,157.46933085663,-0.174376172264785,1,0
1237648721220796537,157.240987512707,-0.169251622725542,1,0
1237648721220862085,157.416869889731,-0.0359896774574517,1,0
1237648721220862102,157.43013281798,-0.132374962612444,1,0
1237648720146792732,156.636312909934,-0.905471262008051,1,0
1237648720683860073,157.082977228455,-0.586564578009884,1,0
1237648720683860113,157.16553902458,-0.617735277068687,1,0
1237648721220600036,156.852000562462,-0.20135910663986,1,0
1237648721220534536,156.775109007961,-0.18679750396502,1,0
1237648721220599994,156.814314368156,-0.0405359512799925,1,0
1237648721220599977,156.799420187641,-0.0871278684808252,1,0
1237648720146530485,156.180022943827,-0.880312210163239,1,0
1237648720146595857,156.209710701281,-0.895272251043885,1,0
1237648720683598038,156.588954483896,-0.620481014304262,1,0
1237651800700092601,156.588255056347,-0.308989309635893,1,0
1237648720146530328,156.071302591682,-0.979290688849046,1,0
1237651799626088722,155.902989345655,-1.05938932980824,1,0
1237648720146464964,155.997627634705,-0.897882506355115,1,0
1237654669201375384,156.08771062227,-0.777136479726403,1,0
1237651800700026919,156.411263919089,-0.271661246973283,1,0
1237651800699961546,156.319210315718,-0.266399265596394,1,0
1237651800163221595,156.481491351121,-0.631012906437085,1,0
1237651800699896103,156.154757807927,-0.213770021887971,1,0
1237648720683401359,156.128274780715,-0.628824849331336,1,0
1237651800699764948,155.864119465398,-0.223800936800645,1,0
1237648720683270324,155.84337364737,-0.510008369160771,1,0
1237648721220206611,155.918015678132,-0.0614814212869609,1,0
1237648720683335776,155.905758139968,-0.456405253198072,1,0
1237648721220206785,155.971012602173,-0.102972795530771,1,0
1237648720146333848,155.646205959698,-1.0436788071938,1,0
1237648720146268391,155.573557121903,-0.848008783398252,1,0
1237651800699764877,155.788376997872,-0.289470022315837,1,0
1237651800699764887,155.800979184448,-0.213948065111682,1,0
1237648720683270154,155.734506021734,-0.520479810512421,1,0
1237648720683270307,155.827467565916,-0.429300903430875,1,0
1237648720683270246,155.739721853909,-0.440122994650199,1,0
1237651799625826418,155.346717513883,-1.08125148133148,1,0
1237654670274855132,155.519731969482,0.0693527229082881,1,0
1237651752388788369,154.979558796637,1.0269624200521,1,0
1237648721756618951,154.883551721181,0.295965344382885,1,0
1237648722293686422,155.329963273935,0.722288094553919,1,0
1237648722293686401,155.303877583389,0.66920178368317,1,0
1237654670811725972,155.516023628618,0.470006692568776,1,0
1237648721756881192,155.548917428635,0.234652694560465,1,0
1237648721756815543,155.412524103502,0.324675257191812,1,0
1237651801236504831,155.568121304783,0.154355943136761,1,0
1237651801236439223,155.358788778817,0.106662660649006,1,0
1237651752389181577,155.951803935356,1.00797824779444,1,0
1237651752389116087,155.855724672364,0.95559526021826,1,0
1237651801773506780,155.754518954841,0.540019625073293,1,0
1237651801773506704,155.816937846149,0.624009482035016,1,0
1237648722293883162,155.788458098183,0.657302501680107,1,0
1237648721757012098,155.746575913229,0.321947694225582,1,0
1237651801236701462,155.890399494648,0.200618201916213,1,0
1237654670811922566,155.850272624843,0.444281134916405,1,0
1237651801236635891,155.841191531743,0.174097595945874,1,0
1237651801236701505,155.944235624656,0.18123952137221,1,0
1237651801236701524,155.972915804245,0.153397635737749,1,0
1237654670812053639,156.242129449283,0.448974387766491,1,0
1237648721757143285,156.164677879097,0.308908443683385,1,0
1237651801773703177,156.202399324357,0.593905829077128,1,0
1237654670811988109,156.092479808351,0.465436245554985,1,0
1237651801236766995,156.159658429134,0.12179967083745,1,0
1237651801773768822,156.347559304464,0.585321976968157,1,0
1237651801773768885,156.45100195023,0.552698347720237,1,0
1237651801773899918,156.668824412009,0.537711060403435,1,0
1237648722294210614,156.588064770496,0.684936069119849,1,0
1237654670812184786,156.558708930232,0.504236282792253,1,0
1237651801773834470,156.613738803696,0.534233854156168,1,0
1237651801773899969,156.726135637711,0.620299778690565,1,0
1237651801773965531,156.806929655612,0.573888979714832,1,0
1237648721757405352,156.713125036489,0.211089928485806,1,0
1237651752389509389,156.756987608294,1.04214134752092,1,0
1237651752389640329,157.005996308274,0.966854377052886,1,0
1237651752389509264,156.681128620191,1.0061460597201,1,0
1237651752389574803,156.783934880301,0.965624182010789,1,0
1237648722294472920,157.224969310046,0.709768255832218,1,0
1237654670812446882,157.080460623171,0.47316246286968,1,0
1237651801774162152,157.328419241523,0.539479731556454,1,0
1237648721757667599,157.350878030394,0.21011848152451,1,0
1237648721757536501,157.056842690756,0.386919840710276,1,0
1237648721757733115,157.461577211409,0.303265890308832,1,0
1237651801237225645,157.201939527804,0.130244814050812,1,0
