objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,spiral,elliptical
1237651737376522409,200.474078727897,3.10623775818207,20.37541,18.41115,17.03325,16.50112,16.19032,0,1
1237651737910313152,193.423866528377,3.68493277633582,17.52339,15.5548,14.66583,14.25647,13.94914,0,1
1237651737910640741,194.117637486809,3.62491587979345,18.94193,17.07512,16.25209,15.872,15.58268,0,1
1237651737911296099,195.719032086064,3.54899979658246,17.13345,16.01215,15.44689,15.13,14.87914,0,1
1237651737911361622,195.761759197838,3.53427363639916,20.5904,18.63304,17.401,16.95225,16.62367,0,1
1237651737911427222,196.007011508056,3.53811811722291,20.05361,17.95396,16.70251,16.24359,15.88491,0,1
1237651752406745282,196.001511805085,1.3837985606555,20.38941,18.20169,16.87441,16.38182,16.04352,0,1
1237651752407335072,197.44179359365,1.28059642002757,20.02461,17.90099,16.78728,16.32351,16.01935,0,1
1237651752407662757,198.192436941398,1.33826075183092,18.11654,16.31451,15.53034,15.14432,14.83292,0,1
1237651752408318085,199.691872680186,1.28401606856553,18.83622,17.3868,16.58447,16.17917,15.9069,0,1
1237658203425996911,147.314931011312,42.2082192742346,18.63845,16.82762,15.95554,15.51783,15.18699,1,0
1237658203426127942,147.633346678945,42.3054919954475,19.04323,17.27997,16.47059,16.05647,15.70832,1,0
1237658203426258973,148.00423328669,42.4657306396596,18.92045,17.6245,17.09028,16.76151,16.58755,1,0
1237658203962736821,146.767860472765,42.5211835908303,15.83896,14.36381,13.72017,13.3838,13.10238,1,0
1237658203962736927,146.758145413419,42.4829855333349,18.06885,16.4537,15.74528,15.36135,15.06725,1,0
1237658203962802378,146.881636325591,42.5765639793211,19.89433,18.49325,17.65521,17.19984,16.88069,1,0
1237658203962802383,146.927933941453,42.5789859911094,19.60249,17.95705,17.11269,16.61331,16.1993,1,0
1237658203963129942,147.734583542848,42.9552708151553,19.45361,17.74484,16.73937,16.27908,15.93561,1,0
1237658203963457751,148.739171560649,43.2808469880799,19.08107,17.83001,17.34153,17.02062,16.79148,1,0
1237658204499280113,145.553265279269,42.5897194194448,19.16528,17.53126,16.60975,16.11399,15.72909,1,0
1237658204499345642,145.744952380056,42.660012842238,18.85011,17.04678,16.20004,15.81192,15.4824,1,0
1237658204499476647,145.93780507231,42.7402463853604,18.98973,17.58044,16.88452,16.52264,16.25728,1,0
1237658204499542207,146.187880222151,42.8365500802766,19.64853,18.26867,17.54983,17.12892,16.82285,1,0
1237658204499542211,146.232997415873,42.7845646100278,20.05739,18.21905,17.03239,16.53909,16.17924,1,0
1237658204499607666,146.357989378883,42.8061858390896,17.68285,16.41788,15.90316,15.63727,15.49666,1,0
1237658204499607706,146.396746933512,42.8837744690045,19.58719,17.78995,16.82565,16.31741,15.91926,1,0
1237658204499607746,146.451621559854,42.8992942665848,18.2248,16.34117,15.47547,15.06394,14.73907,1,0
1237658204499673261,146.537403022957,42.9560588638778,18.94954,17.62063,17.01005,16.65186,16.38555,1,0
1237658204499673300,146.680302368985,42.9051821319655,18.38717,17.25082,16.74864,16.42945,16.2741,1,0
1237658204499738825,146.832927255139,42.9725037193707,18.73548,16.76609,15.77376,15.21558,14.74794,1,0
1237658204499738876,146.789031118671,43.0920005954682,19.18271,17.47881,16.74409,16.21116,15.92745,1,0
1237658204499804278,147.003062805038,42.9817105443049,18.36843,17.2286,16.86888,16.66298,16.49795,1,0
1237658204499869822,147.12608014941,43.1183689407718,19.06462,17.42227,16.61639,16.15033,15.80222,1,0
1237658204500131968,147.91787844562,43.332273497735,19.95885,18.47035,17.36737,16.92024,16.59453,1,0
1237658205036150999,145.32898261025,42.8844156303008,20.16484,18.59363,17.5853,17.16418,16.85212,1,0
1237658205036478789,146.167093998012,43.2575585571467,20.0346,18.43469,17.65131,17.24407,16.97287,1,0
1237658205036544335,146.326287848974,43.3192913363368,19.78076,18.29044,17.31252,16.85043,16.52743,1,0
1237658205036675164,146.658345497908,43.3511532609485,19.42395,17.67164,16.77828,16.34941,15.99765,1,0
1237658205573152965,145.402205395887,43.2980368001278,18.84895,17.80382,17.15458,16.7324,16.51456,1,0
1237660637066100958,147.402530934528,42.1670153154387,18.40997,16.50519,15.65659,15.24811,14.96842,1,0
1237660637066297423,147.823726858909,42.3336362275557,19.00225,17.57207,16.78093,16.32564,16.02256,1,0
1237657627907129646,146.903714541567,44.3663220633306,18.0194,16.91713,16.52798,16.36987,16.20957,1,0
1237657627907260530,147.334643075105,44.4812893712445,19.41302,18.25888,17.5916,17.20242,16.9296,1,0
1237657627907391637,147.604815457759,44.6112885503992,20.06375,18.44232,17.4261,16.95601,16.61936,1,0
1237657627907457218,147.841048940525,44.6592463878608,19.55091,18.40002,17.67673,17.25476,17.00036,1,0
1237657627907981402,149.274455428165,45.2591458101917,19.00523,17.30402,16.483,16.07413,15.77266,1,0
1237657873258774685,150.523130246748,43.7904432158974,18.46117,16.47109,15.541,15.07629,14.71779,1,0
1237657873259036729,151.189262270078,43.990668899905,18.84765,17.62304,17.06893,16.74999,16.54662,1,0
1237657873794990230,148.265533228453,43.4278731874282,19.05484,18.1655,17.60563,17.25501,17.03892,1,0
1237657873795186805,148.915995597199,43.6733166017862,20.5859,18.66159,17.54905,17.08613,16.71769,1,0
1237657873795186813,148.927447314156,43.6885666935897,19.82516,18.30533,17.34501,16.89185,16.57919,1,0
1237657873795711075,150.457684969864,44.207075034116,19.19503,17.91045,17.22212,16.83881,16.49681,1,0
1237657873795842136,150.725941365541,44.2547798583341,20.16249,18.37571,17.48778,17.06929,16.71731,1,0
1237657874331533568,147.238420231624,43.4333701035475,19.80922,18.64696,17.7011,17.13689,16.77264,1,0
1237657874331598896,147.334962747284,43.443040573836,17.6084,15.81359,15.05776,14.78823,14.59417,1,0
1237657874331730019,147.739173369812,43.6865888869343,17.256,15.73881,14.9807,14.58599,14.28549,1,0
1237657874331730076,147.701607082481,43.6252032580593,20.95182,18.79892,17.65887,17.15333,16.75482,1,0
1237657874331926557,148.277411080014,43.7474561308108,19.43464,17.86694,17.13447,16.70887,16.40591,1,0
1237657874332057683,148.658629374533,44.019965922652,19.43701,17.78266,17.3633,17.12826,17.03998,1,0
1237657874332123332,148.972475930208,44.0137564541727,17.66057,16.46813,15.90723,15.57716,15.39952,1,0
1237657874332188905,149.035329618158,44.1096718143322,20.5137,18.60452,17.54379,17.1183,16.77757,1,0
1237657874332254326,149.174541085632,44.2344096405238,19.76309,18.42425,17.6314,17.16954,16.91022,1,0
1237657874332319878,149.507674679497,44.2030132238643,20.60487,18.22455,17.33865,16.85235,16.53298,1,0
1237657874332385418,149.735635425722,44.2635564187842,20.51288,18.65811,17.58075,17.13682,16.83028,1,0
1237655498139959694,232.052946952517,-2.17414813105057,18.66243,17.07542,16.42609,16.07779,15.79891,1,0
1237655498140024862,232.07219290551,-2.20364403216149,18.94882,17.93962,17.45462,17.07641,16.90607,1,0
1237655498140221801,232.583115150798,-2.24719623248092,19.49637,17.97467,17.12541,16.69231,16.34275,1,0
1237655498140352652,232.846006375753,-2.27126723426852,18.28276,16.40922,15.517,15.0976,14.73429,1,0
1237655498140680367,233.5950164723,-2.0756588427452,19.63062,17.9405,17.00336,16.55692,16.18964,1,0
1237655498140811789,233.996496537197,-2.06915438237504,20.11823,18.48232,17.29372,16.71971,16.20393,1,0
1237655498140877172,234.098452895342,-2.06991073642705,19.04371,17.92895,17.26146,16.89257,16.64018,1,0
1237655498140942570,234.183428356192,-2.10253094827414,20.08225,18.04436,17.05193,16.64449,16.32396,1,0
1237655498140942773,234.185757587101,-2.0548599422077,20.2861,18.73721,17.83761,17.45898,17.14507,1,0
1237655498140942812,234.235093899131,-2.10056397464156,20.67146,18.63868,17.85195,17.53399,17.27771,1,0
1237655498141073855,234.47175688465,-2.05475893696504,19.70665,18.35365,17.62065,17.17779,16.87557,1,0
1237655498676699370,231.72473004857,-1.7188367376381,18.1577,16.46071,15.63055,15.22102,14.88626,1,0
1237655498676699387,231.734571706272,-1.73065502487015,19.71422,18.30402,17.68864,17.29815,17.03305,1,0
1237655498676961540,232.275106188134,-1.80493610940622,19.43184,17.83164,16.76425,16.26419,15.8387,1,0
1237655498677027270,232.426881463511,-1.82717326812324,18.10224,17.09744,16.78367,16.56982,16.45741,1,0
1237655498677158356,232.723069585933,-1.74605415282556,20.03167,18.3708,17.4823,17.01079,16.60827,1,0
1237655498677289111,233.068273164595,-1.77460162777597,21.94609,17.82348,16.92351,16.33419,16.00649,1,0
1237655498677289461,233.033179232653,-1.82955204215385,18.98266,17.68357,16.92575,16.51808,16.2308,1,0
1237655498677354799,233.193520569196,-1.81258177569534,19.95402,18.19275,17.23823,16.80305,16.29346,1,0
1237655498677485769,233.420487290526,-1.82843707710418,17.45053,16.22803,15.64782,15.34904,15.09338,1,0
1237655498677551151,233.610061204588,-1.82171543342378,19.47734,17.6995,16.96594,16.58236,16.2599,1,0
1237655498677748161,234.0159778741,-1.82497734529897,18.59599,17.02979,16.30514,15.9313,15.64827,1,0
1237655499750637813,232.079728506625,-0.987813714823798,18.91265,17.71346,17.04273,16.66987,16.40183,1,0
1237655691407786180,232.218150710351,-2.48549792486926,18.74052,17.52975,16.93469,16.58875,16.26274,1,0
1237655691407851733,232.375275561433,-2.39799295878165,20.12373,18.10014,17.17632,16.74806,16.35492,1,0
1237655691407851835,232.455830657958,-2.44978483728275,20.05569,18.0455,16.9955,16.50304,16.04583,1,0
1237655691407917302,232.53401716142,-2.46370932106094,19.92413,18.51094,17.74343,17.30724,17.00241,1,0
1237655691407982786,232.770747206726,-2.38709282077124,18.44066,17.07969,16.42387,15.96677,15.77765,1,0
1237655691408048413,232.853119809323,-2.37460479290284,18.24264,16.87083,16.23639,15.84209,15.51156,1,0
1237655691408179513,233.170627201107,-2.3752569901504,18.25383,16.97013,16.39321,16.03628,15.7205,1,0
1237655691408245059,233.364809524448,-2.29348407199654,18.27478,17.23339,16.86882,16.61411,16.41198,1,0
1237655691408245157,233.358490631699,-2.43046740235304,19.43491,18.2643,17.58189,17.18601,16.85575,1,0
1237655691408311131,233.52485809104,-2.33707730896026,20.12555,18.58908,17.79392,17.40376,17.04357,1,0
1237655691408507240,233.91542300696,-2.2787634253383,17.41774,16.22416,15.75764,15.51841,15.39793,1,0
1237655691944722502,232.384538804745,-1.94768471534021,19.16961,17.96838,17.22466,16.80894,16.5237,1,0
1237655691944722716,232.397732259147,-1.92310447650864,18.38515,17.13235,16.7472,16.52774,16.32879,1,0
1237655691944722737,232.417155672737,-1.90711209571318,16.7217,15.47099,14.86142,14.52595,14.22696,1,0
1237655691944722780,232.449502346427,-1.91889638450941,19.18386,17.2,16.35611,15.90177,15.52756,1,0
1237655691944788278,232.580655095053,-1.93673693386121,18.7649,17.42036,16.72917,16.35915,16.13206,1,0
1237655691944853694,232.643733696491,-1.99050553169381,20.42106,18.57595,17.65884,17.21663,16.88906,1,0
1237655691944853776,232.68569818641,-1.89317199334538,19.07652,17.38039,16.5814,16.16797,15.82562,1,0
1237655691944919525,232.910551918873,-2.05646808690124,19.08766,17.87082,17.2082,16.87785,16.59788,1,0
1237655691944984823,233.079706476305,-1.95804524890655,18.66024,17.39409,16.51497,16.03515,15.72401,1,0
1237655691945116196,233.373589287478,-2.05347792636295,18.51891,17.4767,16.99973,16.81683,16.69891,1,0
1237655691945181622,233.529378130707,-1.98344087396533,18.57584,16.75436,15.91636,15.51909,15.18355,1,0
1237655691945181664,233.428039012716,-1.94134798160238,18.44201,17.15108,16.48299,16.16453,15.88447,1,0
1237655691945247167,233.578479754791,-1.93545802756715,20.59368,18.4489,17.46378,16.94555,16.52487,1,0
1237655691945509362,234.255265334862,-1.9702548673101,20.55414,18.48255,17.45647,17.07213,16.7247,1,0
1237655691945509476,234.199819115,-1.92829419791845,20.62946,18.67369,17.68795,17.24018,16.8461,1,0
1237655691945574685,234.360825195899,-1.90835960151254,18.5203,17.4584,16.83294,16.47455,16.19292,1,0
1237655692481396995,231.917584909671,-1.61774021443817,18.53322,17.16141,16.37319,15.95636,15.64985,1,0
1237655692481659101,232.48968595784,-1.55890891804993,18.16241,16.69434,15.91518,15.52583,15.27464,1,0
1237655693018399082,232.309242406232,-1.15909128277784,18.081,16.20699,15.40165,14.95969,14.62803,1,0
1237655693018399137,232.220492974704,-1.13429937557241,18.81202,17.2695,16.45214,16.05825,15.73727,1,0
1237655693018399176,232.29274786746,-1.15869491619176,19.45995,18.26264,17.47055,17.06305,16.75091,1,0
1237655693018464824,232.439308131923,-1.12791493247322,19.23598,18.02038,17.45639,17.11341,16.8882,1,0
1237655693018530201,232.583126119444,-1.18459581721387,18.42064,17.10987,16.52672,16.17975,15.97395,1,0
1237655693018530259,232.609033623659,-1.19827610762213,18.53776,16.90607,16.07637,15.6533,15.31789,1,0
1237648703525617916,234.269909267105,-0.81756876709049,18.93964,16.99241,16.09702,15.65185,15.29342,1,0
1237648703525748984,234.518348195264,-0.826202956469377,18.94404,16.88579,15.91066,15.50486,15.18655,1,0
1237655498140877137,234.084613384068,-2.11570832225277,20.51322,18.63061,17.65607,17.20849,16.83776,1,0
1237655498141073679,234.494329181323,-2.12342753843537,19.48793,18.13398,17.16576,16.69524,16.31752,1,0
1237655498141139070,234.703254825736,-2.22097769988801,18.02505,16.08398,15.23454,14.82242,14.45663,1,0
1237655498141139335,234.734774913209,-2.0951626631997,19.48017,18.03338,17.30737,16.87843,16.54196,1,0
1237655498141204868,234.761196747869,-2.15398565250899,19.71376,18.07981,17.14137,16.71374,16.37898,1,0
1237655498141270255,234.952077646452,-2.20183988723194,19.96856,18.20592,17.25211,16.78802,16.37393,1,0
1237655498141270373,235.002140023116,-2.15998837346453,18.6165,17.4356,16.91455,16.56192,16.34757,1,0
1237655498141270424,235.027343333066,-2.0578762091648,19.70492,18.00039,16.93766,16.46542,16.10345,1,0
1237655498141270920,234.975587226577,-2.09093591184136,20.37658,18.75266,17.80282,17.23798,16.88095,1,0
1237655498141335960,235.109837425024,-2.20923912702573,20.41928,17.7912,16.94601,16.53559,16.18203,1,0
1237655498141335999,235.166348346195,-2.15094745599611,18.6914,16.95263,16.30025,15.94178,15.67289,1,0
1237655498141598215,235.760714939207,-2.03901158229602,19.94968,18.23275,17.34374,16.86379,16.50615,1,0
1237655498141663434,235.924050252392,-2.04927035815217,20.48155,18.41961,17.76386,17.39274,17.1018,1,0
1237655498141663510,235.825268248893,-2.0006036756627,18.26589,17.16364,16.76875,16.48388,16.28661,1,0
1237655498141925639,236.446522693529,-2.0543198708454,18.88188,17.15221,16.38597,15.99527,15.64116,1,0
1237655498141991412,236.638801606504,-2.05028752404396,19.28738,18.06101,17.12846,16.6793,16.34181,1,0
1237655498677158181,232.709416924433,-1.69137287038266,20.17,18.2849,17.51799,17.10738,16.75963,1,0
1237655498677420356,233.361401636137,-1.71485342874935,19.85901,17.94486,17.10239,16.679,16.3734,1,0
1237655498677486015,233.491425724899,-1.66573769320436,19.60473,18.2661,17.35025,16.8993,16.58549,1,0
1237655498677616675,233.722059523996,-1.72282583129255,19.20999,17.87683,17.37918,17.04094,16.87986,1,0
1237655498677616873,233.773617045206,-1.68560245556509,19.51671,17.94251,17.19014,16.80676,16.5696,1,0
1237652942099906723,356.120071487079,13.8294679502823,17.27895,16.15755,15.48846,15.06472,14.76928,1,0
1237652942100168883,356.702113894321,13.9070665171217,18.99764,18.05284,17.35949,16.96043,16.71085,1,0
1237652942100299898,357.076696403971,13.9851234327877,18.83777,17.73364,17.16695,16.80912,16.5767,1,0
1237652942100300003,357.070039377943,13.9154705939878,18.61248,17.56728,17.06866,16.74933,16.60421,1,0
1237652942100365453,357.13143320877,13.9625480176334,19.00406,17.64789,16.86263,16.44291,16.11745,1,0
1237652942100430919,357.269613316782,13.8959388313809,19.85353,18.3165,17.41343,16.93944,16.57881,1,0
1237652942636712101,355.890278066431,14.2601425303685,18.41134,17.12608,16.60258,16.22481,16.04955,1,0
1237652942636712105,355.886829293278,14.3228295972711,19.87801,18.00327,17.03722,16.62132,16.26503,1,0
1237652942637039759,356.64496802114,14.3615694505386,19.73668,18.24242,17.52879,17.14885,16.89612,1,0
1237652942637236299,357.09815383177,14.4109942346422,18.69194,17.27941,16.57356,16.18594,15.93417,1,0
1237652942637301924,357.30256692479,14.4252157780541,18.6923,17.8198,17.38064,17.04564,16.94641,1,0
1237652943710257169,355.406383316337,15.0850993702427,16.83825,15.65184,15.00363,14.5737,14.28104,1,0
1237652943710388416,355.679159251809,15.1557452660427,20.20643,18.30579,17.44523,17.03778,16.736,1,0
1237652943710388524,355.771163403356,15.1323975635575,19.70908,18.19994,17.32904,16.86917,16.4344,1,0
1237652944783671520,354.608199097444,15.9408771533629,18.25046,16.97377,16.46098,16.13115,15.89231,1,0
1237656240633479192,355.907357418876,13.6498638348954,19.76491,18.16323,17.23171,16.72498,16.42101,1,0
1237656240633610401,356.266144657077,13.79210728882,19.65441,18.46391,17.80982,17.44595,17.16121,1,0
1237656240633610406,356.273820641699,13.7498485677579,18.2631,16.82898,16.17285,15.79972,15.54004,1,0
1237656240633675793,356.336718136079,13.6489577973035,19.3588,18.23504,17.69325,17.3151,17.08805,1,0
1237656240633675985,356.436417472637,13.8318011674698,18.60257,17.45993,16.74695,16.30682,16.04089,1,0
1237656240633741639,356.610589643077,13.7833989183071,18.94708,17.76174,17.29076,16.93821,16.74344,1,0
1237656240633806945,356.797511023453,13.6525522607412,19.81171,18.03975,17.10109,16.65722,16.30971,1,0
1237656240633938209,357.028152019238,13.6705339520731,19.37572,17.25714,16.25145,15.69092,15.22317,1,0
1237656241170350222,355.85326483723,14.2227280292308,19.52785,18.09087,17.32511,16.93707,16.6001,1,0
1237656241170350372,355.990227001757,14.1177179710141,20.34967,18.7043,17.64763,17.14855,16.78992,1,0
1237656241170415996,356.115159879791,14.1667186515856,18.12045,16.97576,16.62826,16.38754,16.25736,1,0
1237656241170612381,356.502909991419,14.1018201402958,18.50454,16.57988,15.65566,15.22757,14.85939,1,0
1237656241170612423,356.532849880275,14.0835206981333,20.59042,18.51759,17.31123,16.81434,16.3835,1,0
1237656241170612485,356.57956009875,14.1669699597873,20.03882,18.15916,17.16179,16.62846,16.18949,1,0
1237656241170612531,356.616838394709,14.2131933809892,20.25218,18.49172,17.54226,17.07806,16.70123,1,0
1237656241170612543,356.48787160489,14.2414352220177,19.00736,17.85295,17.44608,17.12322,17.00007,1,0
1237656241170809148,356.989241447582,14.1631909511868,20.14923,18.44716,17.86629,17.55562,17.28034,1,0
1237656241171071158,357.556576873812,14.1412183364199,19.24601,17.97293,17.26539,16.8777,16.5767,1,0
1237656241707221199,355.923230437573,14.5793500832192,19.01403,17.06697,16.16251,15.75396,15.43765,1,0
1237656241707286756,356.07787035387,14.5822578419944,18.57609,17.07632,16.39783,16.07579,15.82811,1,0
1237656241707352200,356.196011015823,14.5341271705472,18.06931,16.40992,15.65616,15.28374,14.99855,1,0
1237656241707417848,356.314113002585,14.565105196182,18.849,17.25171,16.53277,16.12795,15.88294,1,0
1237656241707483332,356.491765268577,14.6347454949954,20.61263,18.70874,17.6148,17.15022,16.80857,1,0
1237656241707483363,356.526193977853,14.5020225986068,20.51323,18.10027,17.15884,16.69899,16.31752,1,0
1237656241707548856,356.621042933535,14.6403970518175,19.83874,17.98872,17.04318,16.58543,16.20656,1,0
1237656241707548878,356.667131309697,14.5177195606223,18.62635,17.42413,17.08068,16.84074,16.7072,1,0
1237656241707548914,356.716135695266,14.4806882019777,17.4934,16.12607,15.57045,15.32662,15.11745,1,0
1237656241707614342,356.900372982506,14.4861585485277,17.57561,16.74706,16.42002,16.17563,16.08104,1,0
1237656241707614421,356.793303789218,14.635601184753,19.42453,17.82975,16.92329,16.46591,16.11069,1,0
1237656241707614430,356.803164491606,14.6621541247668,18.96943,17.76453,17.21436,16.86689,16.64334,1,0
1237656241707614443,356.816065536301,14.6389308405566,19.24595,18.13486,17.54912,17.25462,17.06515,1,0
1237656241707745387,357.071495359912,14.6251193345745,20.10445,18.52009,17.65183,17.30267,16.97969,1,0
1237656241707942064,357.570124010906,14.62422735669,19.78689,18.3546,17.54766,17.17412,16.98689,1,0
1237656242243961093,355.631860978289,14.9001177564984,18.79771,17.34778,16.60182,16.20883,15.89767,1,0
1237656242780832138,355.624740073933,15.3773867875397,19.87644,18.52916,17.72404,17.28379,17.04829,1,0
1237656243317571601,355.182684646293,15.6866759929459,19.71614,18.2391,17.48284,17.10958,16.86552,1,0
1237656494038450466,356.548466627199,13.6105628172999,19.93685,18.04501,17.14754,16.68105,16.33288,1,0
1237656494575321198,356.481785211552,14.0366130632399,18.25807,17.10175,16.52568,16.12527,15.91983,1,0
1237656494575321334,356.59168840825,14.033523803765,19.42539,18.15577,17.43714,17.04222,16.7702,1,0
1237656494575386906,356.712243992351,14.0410158434987,19.99822,18.52687,17.89162,17.50319,17.26341,1,0
1237656494575452219,356.82314273951,14.0339641641207,19.74549,18.19781,17.57645,17.23393,16.95848,1,0
1237656495112454323,357.198738115203,14.4772125548799,20.04542,18.51267,17.69865,17.23335,16.90576,1,0
1237656496722411622,355.482163661172,15.673542145089,20.72437,18.56803,17.46527,17.01546,16.6725,1,0
1237652942099710201,355.714210347835,13.9649273945624,20.09107,18.7205,17.73821,17.24718,16.88688,1,0
1237652942101217288,359.154830649763,14.0283940779415,19.51788,17.49725,16.54968,16.0237,15.57342,1,0
1237652942101217367,359.120337180543,13.9731884646652,19.38862,18.16895,17.45347,17.0678,16.77777,1,0
1237652942101217546,359.250135711802,14.0735850753481,18.73656,17.41122,16.76163,16.42578,16.19047,1,0
1237652942636253472,354.929207736645,14.3445550117,20.45053,18.65859,17.50914,17.02772,16.68877,1,0
1237652942636318915,355.015943126852,14.304554478633,19.72174,18.48538,17.75784,17.31659,17.09251,1,0
1237652942636384300,355.152106921785,14.2597591596811,17.74791,16.20828,15.55785,15.35484,15.28122,1,0
1237652942636515473,355.409018574,14.3234707775845,20.16029,18.05623,17.09499,16.67713,16.34665,1,0
1237652942636646580,355.817922585039,14.3251303209891,20.0472,18.42868,17.6455,17.16411,16.7924,1,0
1237652942636646694,355.825666996406,14.3768293955101,19.96357,18.36861,17.44167,16.92963,16.47768,1,0
1237652942638022884,359.025178855976,14.485551764378,18.00002,16.51841,15.80134,15.4124,15.11231,1,0
1237652942638153900,359.358394373662,14.4768408336437,18.12267,17.10951,16.84957,16.68602,16.55102,1,0
1237652943173386356,355.379295520705,14.7723756180738,20.11563,18.34227,17.4596,17.06391,16.75958,1,0
1237652943173517524,355.766871473135,14.6798710746868,19.54334,18.09711,17.21486,16.75058,16.46507,1,0
1237652943173648530,356.052344746504,14.711603552771,19.9047,17.98787,16.98131,16.53207,16.15179,1,0
1237652943173779707,356.329064837468,14.8112569222647,19.33703,17.54128,16.57241,16.16596,15.79806,1,0
1237652943174041838,356.942207213366,14.8202040804765,19.41417,18.02675,17.22197,16.83738,16.53143,1,0
1237652943174041889,357.020286441727,14.7104987313373,20.72992,18.74519,17.71363,17.2631,16.83654,1,0
1237652943174107278,357.094952595399,14.8142661547775,19.81759,18.01847,17.05021,16.62522,16.27914,1,0
1237652943174107281,357.108537068304,14.7802818803485,19.04755,17.20931,16.29264,15.87923,15.51926,1,0
1237652943174303976,357.575370352367,14.8345575430003,19.54764,18.03678,17.11826,16.71924,16.46521,1,0
1237652943174369507,357.705708425315,14.7913740523269,20.64998,18.58814,17.50212,17.03195,16.62351,1,0
1237652943174959327,359.160066377223,14.8586621697221,18.8518,17.33948,16.48693,16.07327,15.74047,1,0
1237657594615758914,129.365909556824,41.3146129053602,16.51292,15.30843,14.81672,14.53094,14.25123,1,0
1237657594615759000,129.413480712576,41.373454320438,19.26539,17.96369,17.2907,16.94835,16.66055,1,0
1237657594615759109,129.27715369396,41.4563228657752,16.43521,14.93416,14.28088,13.9763,13.73349,1,0
1237657595152302521,128.231415692201,41.2938393572625,18.36033,17.32136,16.95156,16.64364,16.55165,1,0
1237657595152367891,128.47103472684,41.2224699805759,18.05998,16.69516,16.24432,15.98782,15.89216,1,0
1237657595152433305,128.458697468245,41.3507159824039,20.54225,18.30766,17.30417,16.8685,16.4619,1,0
1237657595689238807,128.109443047486,41.5229888508753,19.25865,18.06256,17.51012,17.16915,17.00527,1,0
1237657595689304068,128.005631758468,41.6991818101576,17.44658,15.53518,14.67513,14.25976,13.90582,1,0
1237657595689500814,128.491778898971,42.0275299807975,20.3885,18.67826,17.69063,17.22972,16.85873,1,0
1237657595689500872,128.709895865997,41.9538493642734,19.31001,17.97462,17.14372,16.69523,16.47481,1,0
1237657606963789909,130.466175384727,41.2964716728052,18.72076,17.62638,17.34742,17.15314,17.05774,1,0
1237657606964314347,131.77749113099,42.1498614843552,19.32493,17.95215,17.23837,16.79309,16.5218,1,0
1237657607500398687,129.624410100113,41.2468437270435,17.3912,16.21142,15.83144,15.61507,15.44209,1,0
1237657607500464273,129.695095780018,41.2313187881744,18.73933,17.39851,16.60661,16.20152,15.90029,1,0
1237657607500464352,129.764921030544,41.3077980260206,18.12235,16.81495,16.17506,15.78267,15.49754,1,0
