objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,spiral,elliptical
1237648720143909041,150.184955682519,-0.899090739647758,19.81592,18.38435,17.52397,17.10027,16.77651,1,0
1237648720143712423,149.614026602338,-0.854956003981087,18.79258,17.38453,16.79467,16.45084,16.23738,1,0
1237648721754259577,149.550640609984,0.237244856483283,17.46019,16.26124,15.72821,15.40313,15.15734,1,0
1237648720144040094,150.405833096303,-0.943491695960046,18.54589,17.05743,16.49484,16.13349,15.80443,1,0
1237648722828853381,151.422623859186,1.09168582672789,18.21741,16.66111,15.93344,15.4991,15.22256,1,0
1237648720145350917,153.417098594503,-0.863705547803251,18.59074,16.88651,16.11639,15.7685,15.50101,1,0
1237648720145350674,153.426075777506,-0.907198326395588,18.96942,17.10687,16.32869,15.95387,15.692,1,0
1237651800161517722,152.664918088896,-0.72867270212376,18.77517,17.1904,16.46448,16.03303,15.7465,1,0
1237648722291458220,150.193563081703,0.782649321210007,19.27755,17.48265,16.52909,16.0814,15.7109,1,0
1237648722828066950,149.62512436128,1.18198411596441,18.25062,16.67447,15.94667,15.55869,15.2663,1,0
1237648722291065035,149.329901571937,0.690806111396912,18.46828,17.3859,16.94768,16.62421,16.48602,1,0
1237648722291065049,149.337680253215,0.814933790542812,19.02144,17.71324,17.17406,16.88503,16.64491,1,0
1237651800696815807,149.049313115831,-0.303153876834333,19.31283,17.72382,16.97853,16.61765,16.35025,1,0
1237651800696946882,149.3111328791,-0.310497167527734,18.94732,17.37527,16.61955,16.2295,15.94242,1,0
1237651800697012368,149.456119460069,-0.269470266299042,17.84732,16.89548,16.51847,16.19414,16.05716,1,0
1237648721217716415,150.254478579606,-0.179937978240677,18.82608,17.53845,16.91187,16.56308,16.3172,1,0
1237648721217716546,150.335375820752,-0.182863726304489,18.88208,17.08204,16.20338,15.78568,15.43692,1,0
1237651801770164434,148.182030992675,0.537232336471075,20.23465,18.50847,17.59401,17.15785,16.83937,1,0
1237648721753538747,147.934830636614,0.26842111779419,19.53736,17.75759,16.91378,16.52874,16.18895,1,0
1237648722829050034,151.858156603672,1.17592029657665,18.83885,17.424,16.79431,16.39908,16.13816,1,0
1237648721753538824,147.864590042975,0.255910736865939,18.78431,17.28061,16.52816,16.03753,15.71791,1,0
1237648721753342110,147.372674000036,0.242594709988555,18.29851,16.69296,16.02272,15.63038,15.34755,1,0
1237648721216995401,148.549464046493,-0.0661549487084458,18.20039,17.21632,16.89631,16.65542,16.47585,1,0
1237648721217126725,148.979492200151,-0.190281126634072,18.37407,16.42882,15.52029,15.00522,14.5622,1,0
1237648720143057157,148.215609591167,-0.874781647602529,19.44341,18.25656,17.6263,17.30903,17.07574,1,0
1237648720143253733,148.666898920115,-0.899090689932191,18.92768,17.12484,16.19858,15.78834,15.47031,1,0
1237648722290016415,146.91732084942,0.694847283168714,20.31457,18.45197,17.52736,17.06422,16.61689,1,0
1237648722289885254,146.61126419407,0.693046849576431,18.47175,17.50947,17.12212,16.91401,16.81838,1,0
1237650795146051832,145.643407364571,-0.684778926795466,19.20682,17.90008,17.0759,16.67881,16.36565,1,0
1237650796219924680,146.023373607279,0.0220080558935244,20.91188,18.58002,17.45678,16.88071,16.41568,1,0
1237648721216012368,146.433739057145,-0.10565768248392,20.80927,18.29336,17.25271,16.69388,16.29907,1,0
1237648721215946942,146.299838928994,-0.119995463758507,17.18114,15.40433,14.60725,14.22675,13.87906,1,0
1237650795683381498,146.7479565895,-0.268305342340758,20.47861,18.6392,17.56911,17.12537,16.75934,1,0
1237650795146248321,146.093683842779,-0.793093696168647,18.43956,16.59748,15.72579,15.32192,15.02341,1,0
1237650796220252232,146.760769036535,0.0159539082586567,20.4296,17.9843,17.02362,16.48773,16.21612,1,0
1237654669736673344,152.42615451297,-0.367684517935387,18.01926,16.53184,15.81133,15.40959,15.11333,1,0
1237648722291327170,149.956543587551,0.832322707683215,20.6536,18.50508,17.57411,17.08939,16.74354,1,0
1237648722291327165,149.950164917967,0.780141388369683,19.13796,17.83205,17.1917,16.78025,16.53055,1,0
1237648722829312116,152.443139399272,1.1626418221048,18.8957,17.15902,16.36216,15.95447,15.61895,1,0
1237648721754521762,150.069631648709,0.275633916084563,18.74224,17.24653,16.54001,16.12938,15.8785,1,0
1237648721217782018,150.447978998306,-0.161328068862352,19.74758,17.972,17.09468,16.63287,16.25847,1,0
1237648721753997600,148.982439656739,0.229872354459963,18.90545,17.2743,16.56415,16.10609,15.79352,1,0
1237648721753997595,148.975410873414,0.332932537583563,18.10349,16.96399,16.52427,16.25197,16.05741,1,0
1237648722290475146,147.968387912068,0.764443156032584,19.34801,18.17197,17.56261,17.21886,17.02575,1,0
1237648722291589219,150.495093262607,0.715260939401216,18.64116,17.11353,16.37484,15.97727,15.66679,1,0
1237648722289557611,145.868109318099,0.829400963350654,19.63296,17.74049,16.84773,16.4204,16.06988,1,0
1237650796220711125,147.787850695841,0.00986333671878703,19.305,17.59564,16.7758,16.32363,16.01828,1,0
1237648721219092677,153.349175568983,-0.113108680539065,19.95397,18.11474,17.1988,16.82641,16.50414,1,0
1237651801771802916,151.95948377258,0.592803203497911,18.28922,17.00463,16.29929,15.91796,15.67098,1,0
1237648721755373912,152.085852666418,0.250631223909088,17.24335,16.1634,15.77716,15.56443,15.38889,1,0
1237651752923562103,150.200610156199,1.23714896520874,17.01539,15.42125,14.98335,14.71907,14.56652,1,0
1237648721217781912,150.367476665705,-0.125775718348218,18.08473,16.87856,16.34683,16.02671,15.84094,1,0
1237648720681042064,150.671128394667,-0.423895777530341,18.01978,16.72285,16.05315,15.67961,15.40869,1,0
1237654670272823538,150.893368965177,0.0760116718683118,18.75594,16.83133,15.84655,15.37679,15.00753,1,0
1237648720681107522,150.914291154753,-0.623237555576838,19.87841,18.20855,17.50846,17.0888,16.86028,1,0
1237648721218109642,151.220749066075,-0.05833497845554,17.41016,16.01165,15.36142,15.00093,14.74086,1,0
1237648720144367860,151.219888130772,-0.9251091618673,18.80441,17.12253,16.2579,15.78922,15.35268,1,0
1237648721218437304,151.932949095106,-0.139174766515777,18.83254,17.02334,16.06161,15.53299,15.11298,1,0
1237651800161190059,151.936867760261,-0.635334475680828,18.52297,17.34991,16.78618,16.44704,16.21121,1,0
1237654670273347775,152.08124446341,0.0810719101957273,18.95021,17.64641,17.06381,16.68822,16.44831,1,0
1237653663648121030,149.72234134998,1.02096776656958,20.01283,18.16422,17.36071,16.97994,16.69609,1,0
1237648721754456229,149.914951886889,0.332812384896593,19.88595,18.48981,17.65976,17.23423,16.95108,1,0
1237648722291065136,149.430258049795,0.689940245360079,17.41081,15.96109,15.25329,14.84492,14.57421,1,0
1237648722290999549,149.290014646301,0.668758403198695,19.25053,17.70107,16.96883,16.53312,16.23083,1,0
1237648721753931939,148.729800304076,0.378657615862522,17.37266,16.02092,15.43511,15.09708,14.91166,1,0
1237648721218568388,152.229977135635,-0.0680080825370309,18.2747,16.38776,15.43711,14.92456,14.54841,1,0
1237648720143450317,149.086986777617,-0.903793355517882,20.3153,18.30062,17.43658,16.94611,16.53246,1,0
1237648722829639877,153.327761353001,1.06815728950331,18.96976,17.60077,17.00177,16.65398,16.46802,1,0
1237648720143450249,149.102485431442,-0.937012148239744,19.3327,17.59565,16.6821,16.23949,15.89678,1,0
1237648721217519796,149.794118667678,-0.19997090101112,20.25912,18.52033,17.3946,16.90718,16.51171,1,0
1237648721217519805,149.800364547827,-0.0704779194038527,20.27843,18.56399,17.48135,16.93768,16.50466,1,0
1237654669735493825,149.818129034151,-0.380704107830579,19.70215,17.87449,16.98428,16.60339,16.31203,1,0
1237651800161321169,152.13330296351,-0.666838100104238,15.73847,14.39905,13.71467,13.34659,13.20735,1,0
1237654669198557330,149.61643634443,-0.834498946579425,18.93877,17.52087,16.79188,16.39661,16.1492,1,0
1237648721217716499,150.30310222868,-0.0888959258192594,18.72902,17.01264,16.15405,15.72502,15.40445,1,0
1237648721217716327,150.285786378341,-0.193478225913073,19.08638,17.6726,17.03039,16.65294,16.38074,1,0
1237651800697340133,150.291370873314,-0.269037544529171,18.10879,16.69346,16.00942,15.64215,15.36736,1,0
1237651801770492184,148.94934924845,0.530802187548368,18.73298,17.36795,16.59916,16.21501,15.95938,1,0
1237648722290868490,148.961713196259,0.687285905361288,19.42554,17.77208,16.90507,16.47632,16.13416,1,0
1237648721753866380,148.619335258004,0.254581836287274,18.56934,17.19863,16.528,16.16078,15.88604,1,0
1237648722290737341,148.558944231461,0.638309307932503,16.37576,15.17402,14.65125,14.36464,14.16146,1,0
1237650796757844130,148.354871210602,0.486987119611319,20.04207,18.18559,17.36871,17.01004,16.75006,1,0
1237651752387412109,151.957371154954,0.881253242511568,19.59632,17.92042,17.04255,16.65828,16.28279,1,0
1237648722290278439,147.590982888275,0.736436128148871,20.41629,18.41023,17.40579,16.8694,16.42587,1,0
1237648722290278662,147.619259215724,0.747060731831779,19.95174,18.19873,17.47764,17.03714,16.76736,1,0
1237650796757451115,147.431699039543,0.456311438015262,19.66436,18.40079,17.52808,17.10092,16.82735,1,0
1237650795683905713,147.854814120438,-0.369032339641664,18.20469,16.99473,16.43046,16.05144,15.86133,1,0
1237648720142991613,147.965210330569,-0.949370055096413,19.55307,18.28987,17.66583,17.36675,17.11037,1,0
1237648721217061052,148.791662000458,-0.0210107386481626,19.52004,17.95037,17.12532,16.64959,16.31084,1,0
1237648721217061098,148.84253281479,-0.0440964206188018,19.82087,17.83913,16.85965,16.40203,16.01934,1,0
1237650795147165945,148.266866057465,-0.78331699188777,19.7776,17.76319,16.81911,16.38253,16.05301,1,0
1237648721217257601,149.154579472032,-0.115701998585716,20.07649,18.46742,17.51588,17.04267,16.72142,1,0
1237654669735231788,149.168590971107,-0.380506642586411,20.01135,18.42377,17.59501,17.10488,16.73859,1,0
1237648721753211064,147.128310200138,0.369214353332349,18.00684,16.60919,15.94817,15.58486,15.31857,1,0
1237648721753211085,147.15058330411,0.416565392858097,18.21889,16.63387,15.86551,15.45359,15.13573,1,0
1237648721753145550,146.957655652356,0.39335310955137,18.15012,16.87049,16.40371,16.09245,15.87712,1,0
1237648722289885345,146.608765886994,0.804712560013826,19.08798,17.87803,17.12789,16.77312,16.50199,1,0
1237648721752621257,145.800180149957,0.414171694392402,16.69409,15.0428,14.24817,13.84299,13.45736,1,0
1237650796219596962,145.218778031565,0.147038968861957,18.72805,17.28039,16.54853,16.19565,15.92099,1,0
1237648721215553783,145.396109890313,-0.0912212082213058,19.50791,17.83839,16.98563,16.53703,16.20553,1,0
1237650795145986089,145.487274514257,-0.806903952463781,18.81292,17.02721,16.10692,15.69165,15.38585,1,0
1237648721215684828,145.689355681244,-0.0113375561368612,19.65217,18.3441,17.70629,17.28541,17.04751,1,0
1237648721215750297,145.744712993587,-0.0763443019867312,17.75806,16.7388,16.33444,16.02309,15.88942,1,0
1237650795146051795,145.708916807535,-0.747667879215391,19.60177,17.74655,16.92147,16.56878,16.26649,1,0
1237650795146117231,145.754114381266,-0.753376726375304,20.03879,18.22518,17.15902,16.65007,16.21698,1,0
1237650796220514489,147.329501903488,0.028900744222666,17.66615,16.05884,15.35553,14.97874,14.68476,1,0
1237651801771802813,151.850140659904,0.55035642927176,18.26578,17.12516,16.38578,16.02688,15.79421,1,0
1237648721217781939,150.381782109522,-0.17423776031247,18.73598,17.34849,16.65681,16.30172,16.04507,1,0
1237648721754194216,149.412643551916,0.33257256895185,19.38288,17.51302,16.62856,16.21216,15.87826,1,0
1237651801770754237,149.48871616987,0.555250510804378,20.55705,18.43224,17.41058,16.87738,16.4913,1,0
1237648722827346154,147.988126086754,1.10103073842586,19.34066,17.91467,17.17838,16.76136,16.43818,1,0
1237651800696946974,149.422683637794,-0.310695557272257,18.38499,17.03356,16.43738,16.13229,15.90346,1,0
1237651800160010443,149.187874948994,-0.682221001693262,19.97698,18.1118,17.0883,16.5844,16.13354,1,0
1237648722290933876,149.005013385741,0.664999281314349,18.67008,17.25034,16.43092,16.00152,15.69572,1,0
1237648722290802828,148.761930151543,0.75750705336595,17.97922,16.94918,16.58314,16.33887,16.19335,1,0
1237653663647662234,148.757441057311,0.96952290338994,17.15967,15.99303,15.4044,15.023,14.76685,1,0
1237650795683447062,146.82612276892,-0.337518549535378,20.21207,18.33852,17.49164,17.00082,16.63691,1,0
1237648704023757044,145.801234298415,-0.21111036104638,20.6185,18.73063,17.65957,17.11149,16.66051,1,0
1237650795683250364,146.399018692115,-0.350405556634752,19.42892,18.263,17.74122,17.38083,17.11095,1,0
1237650795683250349,146.381392930289,-0.386506983977315,20.34416,17.90981,16.9787,16.48977,16.09152,1,0
1237648722291130599,149.460856848344,0.795371630052729,20.0465,18.37301,17.41766,16.84498,16.38817,1,0
1237650795684168020,148.584461556938,-0.335590137102272,19.24454,17.55526,16.7412,16.34286,16.01987,1,0
1237648721217650936,150.147234869066,-0.0497841301872889,20.09024,18.49495,17.63051,17.14251,16.80055,1,0
1237650796219859194,145.865307498568,0.0896390088190932,20.13928,18.21915,17.17189,16.73127,16.36483,1,0
1237651752387608697,152.374750949361,0.98660104812695,19.57608,18.34089,17.76646,17.39702,17.19068,1,0
1237654670274068650,153.726818693491,0.0194162682890041,19.05869,17.90388,17.33615,17.01263,16.86807,1,0
1237654669199212762,151.161324723644,-0.813398038460594,19.12818,17.86924,17.29114,16.93917,16.71766,1,0
1237651801770426430,148.817060771348,0.562955281285634,18.17195,16.40934,15.50726,15.03334,14.67764,1,0
1237648721217519952,149.823239284717,-0.0359548911622742,19.58578,17.88525,16.9447,16.45889,16.07582,1,0
1237651800698257707,152.368753752526,-0.240271225907461,19.08882,17.78025,17.12583,16.74831,16.48572,1,0
1237648721218699400,152.463010730857,-0.121920000876416,18.59536,17.14881,16.49261,16.13929,15.8796,1,0
1237648722293096640,154.082419105764,0.651909343329707,17.91113,16.24858,15.50781,15.12787,14.84452,1,0
1237648721218699441,152.505930978519,-0.19791262720974,18.87753,17.78683,17.127,16.77378,16.52914,1,0
1237648721219027185,153.323601223597,-0.0811633358878404,20.26375,18.442,17.5398,17.11259,16.80759,1,0
1237648720145088826,152.86454073104,-0.959212875547766,19.84409,18.40604,17.54149,17.11682,16.77615,1,0
1237651801235980544,154.256446281675,0.103671545113654,20.3356,18.45712,17.64341,17.18576,16.83142,1,0
1237654671348072540,154.228822537796,0.886454318592699,18.30744,16.99115,16.43266,16.10404,15.86351,1,0
1237654671348072537,154.223457048063,0.845202634808558,19.4357,17.83796,17.11637,16.73222,16.42337,1,0
1237648721756422357,154.481562266347,0.228056160005435,18.60905,16.98399,16.13174,15.70033,15.35885,1,0
1237648721756422261,154.41691741556,0.391066558278766,18.97502,17.47219,16.78527,16.40509,16.18686,1,0
1237651801235980525,154.374200434739,0.20056967081979,18.48777,17.29059,16.81566,16.54565,16.37595,1,0
1237654670811267249,154.420536583029,0.443401322678803,19.38143,17.91876,17.18541,16.82178,16.58255,1,0
1237648721756422316,154.454916396506,0.268808512269191,18.93398,17.70633,17.18189,16.83093,16.65816,1,0
1237648721756422373,154.487672194028,0.273871494044694,19.20797,17.47114,16.59665,16.18464,15.8727,1,0
1237648721756422291,154.434898107241,0.295158716975044,18.50603,17.27026,16.73384,16.37087,16.16491,1,0
1237654670274396266,154.414727825554,0.0346258544195828,20.34432,18.36072,17.46437,16.95287,16.56441,1,0
1237651801236111655,154.637157069081,0.190048548367767,19.35366,17.94876,17.2941,16.87944,16.6326,1,0
1237648721756487821,154.541625091832,0.314874182608292,18.32747,17.37269,16.91059,16.59975,16.41071,1,0
1237648721756487896,154.609819853427,0.270633768025457,18.91481,17.30729,16.50764,16.04226,15.62056,1,0
1237648721756487831,154.556905252671,0.346688263785506,19.8462,18.07308,17.20818,16.84176,16.51861,1,0
1237648721756487684,154.53500580346,0.296996788109666,19.03148,17.65735,16.90729,16.48961,16.16438,1,0
1237651801236111471,154.605765577191,0.198368219001526,18.9992,17.32607,16.44598,15.98281,15.72596,1,0
1237654670274461978,154.628325740296,0.0847187614166794,19.52892,17.89353,17.04001,16.57604,16.22025,1,0
1237654670274461909,154.536619016891,0.0165307231736891,19.06585,17.23747,16.44562,16.08908,15.8327,1,0
1237648721756553361,154.712546263395,0.419631549352141,20.07658,18.13474,17.24649,16.83403,16.89191,1,0
1237651801236177128,154.799384803328,0.120143721463813,19.26619,18.00972,17.55338,17.23747,17.07323,1,0
1237651801236177027,154.712552675138,0.203578258212963,19.73985,17.93493,17.11933,16.71766,16.48439,1,0
1237654670811398305,154.727741675613,0.434739705191221,17.93501,16.28479,15.50349,15.1403,14.8319,1,0
1237648721756750035,155.191076101752,0.410110748142875,18.86402,17.2944,16.54925,16.11777,15.81259,1,0
1237651801773244509,155.140827960165,0.549369540282384,19.92748,18.1442,17.18778,16.71836,16.36901,1,0
1237648721756750022,155.177976211538,0.38076018694112,19.28851,18.00738,17.38328,16.96532,16.70715,1,0
1237648722830491746,155.137555083137,1.19862366517352,19.06435,17.80541,17.17171,16.83236,16.59597,1,0
1237648722830426288,155.126454932275,1.12680511718877,19.02108,17.45106,16.65672,16.25836,15.93977,1,0
1237651800698913060,153.892995569357,-0.297343682731281,18.62858,17.38673,16.4833,16.07335,15.81581,1,0
1237651752388853863,155.163708048873,0.986302648847876,18.88166,17.03877,16.25749,15.85177,15.54598,1,0
1237648721756880949,155.47167356482,0.295374634774652,16.1404,14.85833,14.27347,13.98691,13.75247,1,0
1237648721756881092,155.46497563143,0.410105974093616,17.25332,15.56708,14.80009,14.39317,14.04048,1,0
1237654670274855071,155.444188299019,0.0555655198229429,19.98349,18.21232,17.35924,16.92675,16.61588,1,0
1237651801236439254,155.411702589305,0.13398092307573,20.22235,18.38583,17.55534,17.0443,16.73125,1,0
1237648722830426252,155.06967082767,1.20405861937536,17.09811,15.25786,14.3934,13.97339,13.68366,1,0
1237648722293620887,155.20139810783,0.792056369352766,19.09817,17.47535,16.68019,16.27725,15.96605,1,0
1237648722293751939,155.515664249123,0.632859541605375,19.6193,18.04632,17.21654,16.76966,16.42195,1,0
1237648722293620876,155.176178426812,0.655399993075805,19.13035,17.62197,16.83687,16.40728,16.10323,1,0
1237648722293620931,155.281899229966,0.682593136302002,17.07694,15.33324,14.55468,14.17551,13.86427,1,0
1237648722293686455,155.381334681331,0.835737788689893,18.72689,17.39547,16.71911,16.3351,16.06123,1,0
1237648720145481899,153.650875068716,-0.887626031802133,18.38151,16.58046,15.82807,15.48053,15.18684,1,0
1237648721756946711,155.724656482392,0.249345948277117,18.3008,17.05724,16.48402,16.14271,15.92271,1,0
1237648721756946646,155.630631981,0.257721557759769,19.94056,18.16472,17.16218,16.75763,16.38651,1,0
1237648721756946678,155.6695503405,0.375065499588685,19.66182,17.9151,16.9643,16.46426,16.05945,1,0
1237651801773375644,155.544342442909,0.544031503479799,19.3109,17.54477,16.71043,16.3082,16.02682,1,0
1237654670811725874,155.517512026616,0.48001986018424,19.14195,17.04432,16.09678,15.63939,15.28652,1,0
1237654670811791652,155.659232086501,0.441757658910391,20.30512,18.25904,17.33885,16.83918,16.43367,1,0
1237648721756881241,155.577633022226,0.387058842146581,20.13539,18.17181,17.16826,16.71532,16.3066,1,0
1237654670274855182,155.524792187417,0.0214812483010422,19.67814,18.00161,17.36572,17.01107,16.87892,1,0
1237651801771802635,151.855739022091,0.627614803106218,17.10511,16.06367,15.60979,15.39262,15.28172,1,0
1237651800163352670,156.814836694529,-0.73776855740407,18.56891,17.08529,16.37343,15.97109,15.70837,1,0
1237654669201834113,157.098986638042,-0.823435245948246,18.44467,17.30369,16.65408,16.20447,15.93817,1,0
1237648721755373802,152.000321807107,0.264709970282174,19.37786,18.27274,17.68201,17.31334,17.11537,1,0
1237654669201834150,157.163773025664,-0.776002151491385,19.30975,17.74668,17.03715,16.64849,16.34968,1,0
1237654670810218804,152.031624935999,0.445157770888886,20.47836,18.33377,17.39,16.98698,16.68654,1,0
1237648721220862132,157.46933085663,-0.174376172264785,17.30177,15.64124,14.80387,14.34047,13.91257,1,0
1237648720683925743,157.318326156635,-0.471062980193026,18.61114,17.07552,16.3401,15.93678,15.61401,1,0
1237648721220796537,157.240987512707,-0.169251622725542,20.12975,18.34993,17.45918,16.95771,16.59534,1,0
1237648721220862085,157.416869889731,-0.0359896774574517,18.95867,17.66203,17.02317,16.6195,16.34955,1,0
1237648721220862102,157.43013281798,-0.132374962612444,18.95812,17.29318,16.44243,16.02353,15.71858,1,0
1237648722828918970,151.624781440309,1.06988615177605,19.1507,17.41589,16.62893,16.25332,16.01303,1,0
1237648720683860073,157.082977228455,-0.586564578009884,19.84493,18.31893,17.59564,17.14072,16.83317,1,0
1237648720683860113,157.16553902458,-0.617735277068687,20.22277,18.25734,17.33062,16.91513,16.54875,1,0
1237648722291785827,150.994180802791,0.73663067830833,17.73452,16.65046,16.1741,15.88216,15.70061,1,0
1237648721220600036,156.852000562462,-0.20135910663986,18.9462,17.83518,17.52315,17.28855,17.22983,1,0
1237648721220534536,156.775109007961,-0.18679750396502,19.06464,17.55825,16.76412,16.33962,16.03876,1,0
1237648721220599994,156.814314368156,-0.0405359512799925,19.88272,18.18106,17.29291,16.78364,16.40274,1,0
1237648721220599977,156.799420187641,-0.0871278684808252,19.57544,17.53342,16.5947,16.17171,15.8032,1,0
1237648722291785834,150.999600908471,0.806913660323101,17.64829,16.55573,16.11698,15.81722,15.59867,1,0
1237654670810087640,151.662063796754,0.480571666644849,19.76865,18.27271,17.47143,17.00791,16.67838,1,0
1237648720683598038,156.588954483896,-0.620481014304262,20.24688,18.01173,16.87169,16.40918,16.05869,1,0
1237651800700092601,156.588255056347,-0.308989309635893,19.63028,17.80348,16.96129,16.6209,16.31676,1,0
1237648721755046049,151.332754645336,0.275259061184932,19.19185,17.94851,17.24418,16.90585,16.61822,1,0
1237651799626088722,155.902989345655,-1.05938932980824,19.93348,18.06933,17.12877,16.6338,16.30099,1,0
1237648722291916943,151.335813572265,0.648857661767149,19.74327,18.09758,17.17549,16.68898,16.31404,1,0
1237654669201375384,156.08771062227,-0.777136479726403,17.69515,16.25741,15.6553,15.33661,15.07617,1,0
1237651800700026919,156.411263919089,-0.271661246973283,17.8619,16.15858,15.24735,14.80344,14.50596,1,0
1237651800699961546,156.319210315718,-0.266399265596394,18.59882,17.57362,17.14261,16.85946,16.71986,1,0
1237651800163221595,156.481491351121,-0.631012906437085,19.04499,17.99005,17.33168,16.95053,16.71045,1,0
1237651800699896103,156.154757807927,-0.213770021887971,18.64019,17.40243,16.91847,16.61259,16.43585,1,0
1237648720683401359,156.128274780715,-0.628824849331336,18.75906,17.66184,17.15962,16.80614,16.64664,1,0
1237651800699764948,155.864119465398,-0.223800936800645,19.4532,17.41826,16.46559,16.01951,15.71698,1,0
1237648720683270324,155.84337364737,-0.510008369160771,19.47858,18.11677,17.38434,16.9893,16.70836,1,0
1237648721220206611,155.918015678132,-0.0614814212869609,19.32277,17.4009,16.46748,16.04249,15.71499,1,0
1237648720683335776,155.905758139968,-0.456405253198072,19.14871,17.69533,16.91014,16.49255,16.25613,1,0
1237648721220206785,155.971012602173,-0.102972795530771,20.52516,18.66908,17.6329,17.21928,16.84718,1,0
1237651801234538781,151.079027414535,0.120382278007373,17.84796,16.50287,15.91572,15.58799,15.36891,1,0
1237648721754914974,150.977852056323,0.280075914596889,20.53673,18.58802,17.54227,17.07301,16.68538,1,0
1237651800699764877,155.788376997872,-0.289470022315837,18.92365,17.53023,16.84551,16.46638,16.25189,1,0
1237651800699764887,155.800979184448,-0.213948065111682,19.43532,17.64597,16.71056,16.27747,15.9531,1,0
1237648720683270154,155.734506021734,-0.520479810512421,20.23066,18.35308,17.47392,17.02268,16.74206,1,0
1237648720683270307,155.827467565916,-0.429300903430875,19.29144,17.40393,16.48649,16.09008,15.75659,1,0
1237648720683270246,155.739721853909,-0.440122994650199,18.51148,16.65714,15.77605,15.37361,15.02926,1,0
1237648721754914959,150.956854174194,0.382816797266143,19.22817,17.92871,17.38132,17.03957,16.85449,1,0
1237651799625826418,155.346717513883,-1.08125148133148,19.86996,18.1798,17.58854,17.05929,16.90943,1,0
1237651752386691255,150.331783832809,0.969214330453772,20.17981,18.23458,17.2767,16.81927,16.44727,1,0
1237648721220010190,155.561087973478,-0.0272458372320898,18.82107,17.62331,17.10982,16.77024,16.57003,1,0
1237654670274855132,155.519731969482,0.0693527229082881,19.93644,18.00195,17.01052,16.55437,16.1958,1,0
1237648721220010094,155.4578024527,-0.169258688346387,20.36717,18.3351,17.41788,16.94306,16.60321,1,0
1237654669735886981,150.658127787544,-0.371136903293304,19.42318,17.99721,17.23077,16.79131,16.48455,1,0
1237648720681173181,150.96998320019,-0.620946867170594,19.17348,17.99646,17.35153,16.93734,16.66863,1,0
1237654669736018142,151.008993083947,-0.342941390548717,18.61246,17.48502,16.97856,16.63699,16.26222,1,0
1237654670273151165,151.595451174593,0.069051328491688,20.01289,18.27929,17.32759,16.93117,16.64367,1,0
1237651800161059106,151.674134436181,-0.678703981317927,20.9749,18.87066,17.79091,17.27154,16.89461,1,0
1237654669740474499,161.206864881138,-0.25019403935975,19.67841,17.73932,16.66417,16.19108,15.84141,0,1
